GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Not Hispanic or Latino:,Margin of Error; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Margin of Error; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Margin of Error; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Not Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Not Hispanic or Latino: - Asian alone,Margin of Error; Not Hispanic or Latino: - Asian alone,Estimate; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Not Hispanic or Latino: - Some other race alone,Margin of Error; Not Hispanic or Latino: - Some other race alone,Estimate; Not Hispanic or Latino: - Two or more races:,Margin of Error; Not Hispanic or Latino: - Two or more races:,Estimate; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races",Estimate; Hispanic or Latino:,Margin of Error; Hispanic or Latino:,Estimate; Hispanic or Latino: - White alone,Margin of Error; Hispanic or Latino: - White alone,Estimate; Hispanic or Latino: - Black or African American alone,Margin of Error; Hispanic or Latino: - Black or African American alone,Estimate; Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Hispanic or Latino: - Asian alone,Margin of Error; Hispanic or Latino: - Asian alone,Estimate; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Hispanic or Latino: - Some other race alone,Margin of Error; Hispanic or Latino: - Some other race alone,Estimate; Hispanic or Latino: - Two or more races:,Margin of Error; Hispanic or Latino: - Two or more races:,Estimate; Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races"
1400000US25025060600,25025060600,"Census Tract 606, Suffolk County, Massachusetts",2679,249,2652,249,2287,232,19,17,0,12,273,183,0,12,0,12,73,48,17,26,56,41,27,28,27,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US25025060700,25025060700,"Census Tract 607, Suffolk County, Massachusetts",2557,309,1588,336,508,158,758,292,0,12,249,236,0,12,10,24,63,83,38,77,25,29,969,268,162,92,52,44,7,11,0,12,0,12,625,238,123,95,103,87,20,27
1400000US25025060800,25025060800,"Census Tract 608, Suffolk County, Massachusetts",5118,559,4923,590,4419,656,4,9,92,107,173,123,0,17,0,17,235,173,0,17,235,173,195,235,44,50,0,17,0,17,0,17,0,17,151,227,0,17,0,17,0,17
1400000US25025061000,25025061000,"Census Tract 610, Suffolk County, Massachusetts",3190,413,2218,379,1370,287,375,245,0,12,279,166,0,12,64,80,130,94,31,49,99,83,972,398,510,341,0,12,0,12,0,12,0,12,450,260,12,21,12,21,0,12
1400000US25025061101,25025061101,"Census Tract 611.01, Suffolk County, Massachusetts",2168,187,1162,150,314,103,397,172,0,12,402,125,0,12,5,8,44,32,0,12,44,32,1006,170,391,128,83,41,5,7,0,12,0,12,508,162,19,17,10,11,9,10
1400000US25025061200,25025061200,"Census Tract 612, Suffolk County, Massachusetts",3551,352,3470,344,3163,329,95,73,0,12,178,88,0,12,0,12,34,23,10,16,24,21,81,59,80,59,0,12,0,12,0,12,0,12,0,12,1,3,0,12,1,3
1400000US25025070101,25025070101,"Census Tract 701.01, Suffolk County, Massachusetts",5668,450,5172,441,3492,432,142,80,7,15,1301,313,0,17,14,31,216,102,24,30,192,101,496,223,413,214,17,27,0,17,0,17,0,17,66,40,0,17,0,17,0,17
1400000US25025070200,25025070200,"Census Tract 702, Suffolk County, Massachusetts",5724,520,5530,488,1792,274,90,66,0,17,3555,443,0,17,0,17,93,46,27,28,66,43,194,87,154,82,0,17,0,17,12,23,0,17,16,31,12,24,0,17,12,24
1400000US25025070300,25025070300,"Census Tract 703, Suffolk County, Massachusetts",4350,454,4062,380,3174,348,73,73,0,12,645,164,0,12,17,26,153,174,16,27,137,173,288,283,258,292,0,12,0,12,0,12,0,12,30,36,0,12,0,12,0,12
1400000US25025070402,25025070402,"Census Tract 704.02, Suffolk County, Massachusetts",1700,173,1621,179,163,70,150,75,0,12,1259,165,0,12,37,42,12,16,0,12,12,16,79,62,39,36,15,22,0,12,0,12,0,12,25,36,0,12,0,12,0,12
1400000US25025070500,25025070500,"Census Tract 705, Suffolk County, Massachusetts",5921,417,4975,392,3689,401,132,103,0,17,961,234,0,17,14,26,179,124,0,17,179,124,946,206,214,132,60,96,61,77,0,17,0,17,357,177,254,191,42,93,212,161
1400000US25025070600,25025070600,"Census Tract 706, Suffolk County, Massachusetts",2324,275,2263,265,1999,209,14,17,0,12,213,199,0,12,28,41,9,13,1,2,8,13,61,64,61,64,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US25025070700,25025070700,"Census Tract 707, Suffolk County, Massachusetts",2966,251,2757,259,1640,223,882,289,0,12,164,108,0,12,26,40,45,53,0,12,45,53,209,107,138,84,0,12,0,12,0,12,0,12,71,57,0,12,0,12,0,12
1400000US25025070800,25025070800,"Census Tract 708, Suffolk County, Massachusetts",3722,385,3298,420,2300,403,617,137,0,12,364,176,0,12,0,12,17,24,0,12,17,24,424,287,358,259,41,115,16,29,0,12,0,12,9,14,0,12,0,12,0,12
1400000US25025070900,25025070900,"Census Tract 709, Suffolk County, Massachusetts",3153,252,2537,235,1287,204,828,169,0,12,329,142,0,12,0,12,93,46,0,12,93,46,616,163,299,112,72,63,0,12,0,12,0,12,203,172,42,57,42,57,0,12
1400000US25025071101,25025071101,"Census Tract 711.01, Suffolk County, Massachusetts",4067,406,3284,386,1988,348,436,192,0,12,639,199,0,12,105,109,116,104,11,26,105,101,783,361,364,202,7,15,0,12,0,12,0,12,412,291,0,12,0,12,0,12
1400000US25025071201,25025071201,"Census Tract 712.01, Suffolk County, Massachusetts",3398,407,2445,394,1185,247,590,262,0,12,610,195,0,12,19,26,41,69,0,12,41,69,953,236,206,154,219,176,0,12,11,17,0,12,332,186,185,140,33,24,152,122
1400000US25025080100,25025080100,"Census Tract 801, Suffolk County, Massachusetts",2814,356,2098,345,514,139,1408,273,24,26,53,36,0,12,81,41,18,22,18,22,0,12,716,143,122,64,103,65,27,26,0,12,0,12,453,129,11,15,6,11,5,10
1400000US25025080300,25025080300,"Census Tract 803, Suffolk County, Massachusetts",2071,283,1419,275,121,137,1098,257,12,14,48,46,0,12,65,89,75,42,30,33,45,27,652,210,151,148,86,75,6,9,0,12,0,12,377,181,32,35,32,35,0,12
1400000US25025080401,25025080401,"Census Tract 804.01, Suffolk County, Massachusetts",2995,235,1888,238,190,80,1553,240,0,12,24,24,0,12,0,12,121,69,0,12,121,69,1107,219,260,141,192,132,0,12,11,16,0,12,607,199,37,28,16,18,21,22
1400000US25025080500,25025080500,"Census Tract 805, Suffolk County, Massachusetts",3286,263,1624,277,240,134,1248,270,0,12,67,46,0,12,0,12,69,85,62,89,7,11,1662,289,457,208,109,106,0,12,0,12,0,12,944,290,152,146,12,18,140,145
1400000US25025080601,25025080601,"Census Tract 806.01, Suffolk County, Massachusetts",4540,471,3850,482,1903,316,1222,260,3,5,638,213,0,12,36,50,48,41,0,12,48,41,690,158,207,77,144,106,0,12,38,47,0,12,235,119,66,50,15,24,51,43
1400000US25025080801,25025080801,"Census Tract 808.01, Suffolk County, Massachusetts",4028,435,2758,531,1151,217,1044,436,0,12,468,155,0,12,55,68,40,37,27,31,13,19,1270,254,377,196,293,193,0,12,8,15,0,12,413,166,179,145,85,64,94,137
1400000US25025080900,25025080900,"Census Tract 809, Suffolk County, Massachusetts",3829,361,3617,385,2601,401,319,182,0,12,652,275,0,12,2,4,43,38,0,12,43,38,212,109,137,75,0,12,28,42,0,12,0,12,45,64,2,4,2,4,0,12
1400000US25025081001,25025081001,"Census Tract 810.01, Suffolk County, Massachusetts",4576,431,3785,443,1817,400,802,225,0,12,1096,192,0,12,5,9,65,63,0,12,65,63,791,212,186,144,70,82,0,12,0,12,0,12,417,206,118,100,50,46,68,93
1400000US25025081100,25025081100,"Census Tract 811, Suffolk County, Massachusetts",4267,312,3501,310,2218,256,578,188,0,12,552,147,0,12,44,69,109,52,14,21,95,49,766,232,199,92,124,88,21,32,25,34,0,12,366,221,31,37,21,33,10,16
1400000US25025081200,25025081200,"Census Tract 812, Suffolk County, Massachusetts",3425,404,1725,349,503,126,977,384,0,12,110,60,0,12,75,70,60,79,0,12,60,79,1700,414,355,210,261,189,0,12,0,12,0,12,991,356,93,77,75,73,18,20
1400000US25025081300,25025081300,"Census Tract 813, Suffolk County, Massachusetts",5428,639,3107,472,650,296,2053,380,11,18,134,152,0,17,56,89,203,176,58,77,145,145,2321,489,370,243,205,148,0,17,0,17,0,17,1559,454,187,177,139,160,48,77
1400000US25025081400,25025081400,"Census Tract 814, Suffolk County, Massachusetts",2861,289,2496,267,939,190,1315,216,0,12,188,79,0,12,22,27,32,29,9,13,23,26,365,109,57,51,34,29,0,12,0,12,0,12,240,102,34,34,0,12,34,34
1400000US25025081500,25025081500,"Census Tract 815, Suffolk County, Massachusetts",2185,239,1512,235,253,88,1154,198,0,12,66,48,0,12,13,20,26,22,0,12,26,22,673,202,80,43,107,67,0,12,0,12,0,12,455,202,31,35,31,35,0,12
1400000US25025081700,25025081700,"Census Tract 817, Suffolk County, Massachusetts",3337,371,2819,368,104,75,2412,382,11,18,126,83,0,12,0,12,166,151,0,12,166,151,518,211,116,96,48,49,0,12,0,12,0,12,250,166,104,101,104,101,0,12
1400000US25025081800,25025081800,"Census Tract 818, Suffolk County, Massachusetts",3590,581,2553,521,79,74,2410,510,0,12,0,12,0,12,24,37,40,38,0,12,40,38,1037,375,156,188,295,284,0,12,0,12,0,12,528,204,58,68,0,12,58,68
1400000US25025081900,25025081900,"Census Tract 819, Suffolk County, Massachusetts",3515,486,2521,480,29,32,2373,479,0,12,18,29,0,12,0,12,101,130,21,29,80,130,994,155,383,252,142,98,0,12,0,12,0,12,360,223,109,139,109,139,0,12
1400000US25025082000,25025082000,"Census Tract 820, Suffolk County, Massachusetts",2725,393,2182,448,21,21,2125,454,0,12,25,30,0,12,0,12,11,16,0,12,11,16,543,229,365,233,27,48,0,12,0,12,0,12,129,100,22,23,13,19,9,13
1400000US25025082100,25025082100,"Census Tract 821, Suffolk County, Massachusetts",5243,628,3587,796,120,86,3134,735,0,17,95,130,0,17,157,188,81,66,16,26,65,60,1656,470,321,226,244,218,0,17,0,17,0,17,970,369,121,137,121,137,0,17
1400000US25025090100,25025090100,"Census Tract 901, Suffolk County, Massachusetts",4812,431,3772,447,205,153,3288,468,0,12,42,70,0,12,143,174,94,62,28,27,66,54,1040,315,169,144,205,142,0,12,0,12,0,12,624,289,42,33,34,31,8,13
1400000US25025090200,25025090200,"Census Tract 902, Suffolk County, Massachusetts",2383,256,1491,246,31,37,1061,261,0,12,110,84,27,31,226,165,36,26,0,12,36,26,892,223,168,88,58,52,0,12,0,12,0,12,558,177,108,122,40,54,68,105
1400000US25025090300,25025090300,"Census Tract 903, Suffolk County, Massachusetts",3631,458,2587,467,62,80,2205,461,145,202,0,12,0,12,62,67,113,107,46,71,67,77,1044,212,231,176,176,138,20,33,0,12,0,12,617,220,0,12,0,12,0,12
1400000US25025090400,25025090400,"Census Tract 904, Suffolk County, Massachusetts",3965,452,2654,351,144,133,2237,336,0,12,105,107,0,12,67,82,101,103,92,99,9,16,1311,421,336,247,247,156,0,12,0,12,0,12,702,364,26,34,9,14,17,30
1400000US25025090600,25025090600,"Census Tract 906, Suffolk County, Massachusetts",2337,262,1834,235,158,72,1342,233,20,34,9,14,0,12,215,154,90,53,51,41,39,43,503,142,108,83,115,75,0,12,0,12,0,12,259,137,21,24,12,21,9,14
1400000US25025090700,25025090700,"Census Tract 907, Suffolk County, Massachusetts",4613,505,3882,437,2299,335,483,274,31,46,815,232,0,12,176,155,78,61,28,39,50,43,731,364,130,85,0,12,0,12,0,12,0,12,601,349,0,12,0,12,0,12
1400000US25025090901,25025090901,"Census Tract 909.01, Suffolk County, Massachusetts",3832,326,2892,383,1167,316,504,200,0,12,1201,256,0,12,0,12,20,23,0,12,20,23,940,297,145,96,21,23,58,59,0,12,0,12,716,259,0,12,0,12,0,12
1400000US25025091001,25025091001,"Census Tract 910.01, Suffolk County, Massachusetts",3217,357,3138,360,1785,235,473,355,0,12,818,279,0,12,18,29,44,44,3,6,41,45,79,62,49,46,4,9,0,12,0,12,0,12,26,38,0,12,0,12,0,12
1400000US25025091100,25025091100,"Census Tract 911, Suffolk County, Massachusetts",5477,402,5089,420,2988,375,245,124,0,17,1506,315,0,17,250,233,100,80,0,17,100,80,388,159,8,13,0,17,0,17,0,17,0,17,248,118,132,130,55,56,77,120
1400000US25025091200,25025091200,"Census Tract 912, Suffolk County, Massachusetts",3241,284,2486,346,1187,187,747,191,0,12,43,42,0,12,310,199,199,138,81,82,118,109,755,264,67,90,106,118,74,105,0,12,0,12,393,234,115,77,95,72,20,33
1400000US25025091300,25025091300,"Census Tract 913, Suffolk County, Massachusetts",2596,275,1840,327,311,192,1053,304,0,12,24,34,0,12,381,197,71,53,53,42,18,35,756,271,291,161,7,10,0,12,0,12,0,12,426,247,32,29,18,20,14,20
1400000US25025091400,25025091400,"Census Tract 914, Suffolk County, Massachusetts",2721,236,1828,222,253,118,1268,192,18,29,12,19,0,12,232,120,45,42,22,35,23,24,893,166,133,85,29,30,0,12,15,22,0,12,694,142,22,35,9,14,13,33
1400000US25025091500,25025091500,"Census Tract 915, Suffolk County, Massachusetts",4801,400,3908,437,552,149,1808,391,12,21,251,179,0,12,1032,465,253,160,101,92,152,115,893,318,31,46,108,198,0,12,0,12,0,12,714,278,40,32,24,21,16,23
1400000US25025091600,25025091600,"Census Tract 916, Suffolk County, Massachusetts",3382,473,2939,479,438,201,1506,433,0,12,795,318,0,12,122,130,78,94,0,12,78,94,443,288,96,107,70,92,0,12,0,12,0,12,277,189,0,12,0,12,0,12
1400000US25025091700,25025091700,"Census Tract 917, Suffolk County, Massachusetts",3304,315,2503,305,189,91,1722,247,5,9,201,154,0,12,376,190,10,12,0,12,10,12,801,208,178,83,235,134,0,12,0,12,0,12,358,221,30,34,19,29,11,16
1400000US25025091800,25025091800,"Census Tract 918, Suffolk County, Massachusetts",3811,361,3262,446,280,226,2147,534,0,12,3,6,0,12,680,467,152,107,74,71,78,75,549,309,142,111,72,107,0,12,0,12,0,12,322,251,13,20,13,20,0,12
1400000US25025091900,25025091900,"Census Tract 919, Suffolk County, Massachusetts",4016,548,3083,623,278,185,2681,606,9,14,43,74,0,12,43,70,29,33,0,12,29,33,933,355,74,85,272,136,0,12,0,12,0,12,571,314,16,25,16,25,0,12
1400000US25025092000,25025092000,"Census Tract 920, Suffolk County, Massachusetts",5567,530,3932,446,243,85,2825,388,16,24,475,305,0,17,236,237,137,139,102,125,35,35,1635,516,422,263,664,408,0,17,0,17,0,17,527,292,22,36,0,17,22,36
1400000US25025092101,25025092101,"Census Tract 921.01, Suffolk County, Massachusetts",7099,599,6579,618,1830,515,1712,711,0,17,2601,809,0,17,131,184,305,373,0,17,305,373,520,256,212,144,5,11,0,17,0,17,0,17,303,226,0,17,0,17,0,17
1400000US25025092200,25025092200,"Census Tract 922, Suffolk County, Massachusetts",3264,435,3045,457,833,240,1460,381,0,12,573,288,0,12,94,139,85,56,0,12,85,56,219,198,56,116,72,112,0,12,0,12,0,12,91,111,0,12,0,12,0,12
1400000US25025092300,25025092300,"Census Tract 923, Suffolk County, Massachusetts",3452,356,3066,333,140,99,2799,325,0,12,14,22,0,12,26,31,87,74,54,72,33,26,386,158,208,133,82,70,55,64,0,12,0,12,41,62,0,12,0,12,0,12
1400000US25025092400,25025092400,"Census Tract 924, Suffolk County, Massachusetts",5732,678,4149,715,27,22,4031,725,75,110,0,17,0,17,16,31,0,17,0,17,0,17,1583,402,463,261,856,434,82,110,0,17,0,17,134,128,48,48,19,31,29,35
1400000US25025100100,25025100100,"Census Tract 1001, Suffolk County, Massachusetts",6146,509,4507,531,261,233,3938,435,7,9,110,157,0,17,40,63,151,131,26,39,125,124,1639,407,778,355,669,288,0,17,0,17,0,17,171,129,21,48,19,46,2,4
1400000US25025100200,25025100200,"Census Tract 1002, Suffolk County, Massachusetts",3005,295,2629,315,47,29,2372,342,0,12,57,64,0,12,0,12,153,109,0,12,153,109,376,163,99,99,97,53,0,12,0,12,0,12,173,124,7,10,7,10,0,12
1400000US25025100300,25025100300,"Census Tract 1003, Suffolk County, Massachusetts",3642,434,3269,434,162,97,2923,456,0,12,103,106,0,12,32,38,49,40,0,12,49,40,373,157,170,136,198,127,0,12,5,9,0,12,0,12,0,12,0,12,0,12
1400000US25025100400,25025100400,"Census Tract 1004, Suffolk County, Massachusetts",5209,487,4625,484,502,167,3382,459,155,190,376,153,0,17,4,8,206,177,24,27,182,175,584,321,35,43,203,132,0,17,0,17,0,17,346,299,0,17,0,17,0,17
1400000US25025100500,25025100500,"Census Tract 1005, Suffolk County, Massachusetts",7227,994,6051,840,938,217,4216,827,0,17,782,321,0,17,0,17,115,120,39,73,76,70,1176,438,440,281,405,321,17,35,0,17,0,17,88,94,226,263,188,268,38,51
1400000US25025100601,25025100601,"Census Tract 1006.01, Suffolk County, Massachusetts",5185,409,4662,494,1797,390,1479,490,20,32,993,512,0,17,273,295,100,116,35,57,65,100,523,329,114,111,250,269,0,17,0,17,0,17,0,17,159,121,0,17,159,121
1400000US25025100603,25025100603,"Census Tract 1006.03, Suffolk County, Massachusetts",2038,216,1977,210,1479,295,284,175,4,7,180,210,0,12,0,12,30,34,1,2,29,34,61,70,20,28,40,65,0,12,0,12,0,12,1,2,0,12,0,12,0,12
1400000US25025100700,25025100700,"Census Tract 1007, Suffolk County, Massachusetts",4370,405,4264,385,4050,381,74,59,0,12,83,91,0,12,9,14,48,51,0,12,48,51,106,163,0,12,106,163,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US25025100800,25025100800,"Census Tract 1008, Suffolk County, Massachusetts",6716,575,6704,575,3145,481,2266,668,0,17,996,292,0,17,0,17,297,236,0,17,297,236,12,19,12,19,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US25025100900,25025100900,"Census Tract 1009, Suffolk County, Massachusetts",3975,380,3718,393,878,251,2391,317,0,12,408,254,0,12,10,15,31,30,0,12,31,30,257,162,151,127,103,103,0,12,0,12,0,12,3,8,0,12,0,12,0,12
1400000US25025101001,25025101001,"Census Tract 1010.01, Suffolk County, Massachusetts",5817,779,5176,758,132,113,4956,739,0,17,0,17,0,17,47,60,41,56,0,17,41,56,641,345,109,134,446,344,0,17,0,17,0,17,86,83,0,17,0,17,0,17
1400000US25025101002,25025101002,"Census Tract 1010.02, Suffolk County, Massachusetts",4926,598,3605,559,158,68,3305,543,14,23,7,17,0,12,15,24,106,89,0,12,106,89,1321,448,388,286,751,391,0,12,0,12,0,12,182,197,0,12,0,12,0,12
1400000US25025101101,25025101101,"Census Tract 1011.01, Suffolk County, Massachusetts",3808,461,2870,405,26,30,2758,414,0,12,47,69,0,12,12,17,27,21,0,12,27,21,938,403,227,213,625,367,0,12,0,12,0,12,0,12,86,86,77,84,9,14
1400000US25025101102,25025101102,"Census Tract 1011.02, Suffolk County, Massachusetts",5146,495,4571,481,176,174,4170,442,0,17,93,96,0,17,11,17,121,86,11,16,110,85,575,295,199,231,362,191,0,17,0,17,0,17,14,21,0,17,0,17,0,17
1400000US25025110103,25025110103,"Census Tract 1101.03, Suffolk County, Massachusetts",6557,478,4665,428,2807,360,1095,281,0,17,528,286,0,17,0,17,235,244,0,17,235,244,1892,394,586,332,556,358,0,17,0,17,0,17,726,451,24,37,24,37,0,17
1400000US25025110201,25025110201,"Census Tract 1102.01, Suffolk County, Massachusetts",2380,242,1574,176,570,101,890,182,8,16,0,12,0,12,53,64,53,33,27,29,26,29,806,174,385,171,40,42,0,12,0,12,0,12,364,178,17,18,11,16,6,9
1400000US25025110301,25025110301,"Census Tract 1103.01, Suffolk County, Massachusetts",2663,207,1941,148,881,165,805,125,64,87,49,46,0,12,121,160,21,21,6,10,15,17,722,213,341,130,126,123,0,12,0,12,0,12,255,176,0,12,0,12,0,12
1400000US25025110401,25025110401,"Census Tract 1104.01, Suffolk County, Massachusetts",3830,288,2645,285,1231,241,1207,279,0,12,123,87,0,12,14,20,70,51,0,12,70,51,1185,309,805,320,71,80,93,140,0,12,0,12,116,82,100,66,62,58,38,46
1400000US25025110403,25025110403,"Census Tract 1104.03, Suffolk County, Massachusetts",4724,342,3203,355,1949,283,962,253,8,12,118,77,0,12,0,12,166,125,84,116,82,70,1521,326,456,272,463,301,0,12,0,12,0,12,503,213,99,102,72,112,27,35
1400000US25025110501,25025110501,"Census Tract 1105.01, Suffolk County, Massachusetts",3601,351,3126,346,2623,378,378,212,0,12,59,56,0,12,21,33,45,46,0,12,45,46,475,120,95,68,61,80,0,12,0,12,0,12,252,147,67,90,53,86,14,25
1400000US25025110502,25025110502,"Census Tract 1105.02, Suffolk County, Massachusetts",4443,362,3515,357,2667,308,656,176,21,34,16,34,0,12,0,12,155,164,0,12,155,164,928,214,691,173,0,12,0,12,0,12,0,12,224,179,13,21,0,12,13,21
1400000US25025110601,25025110601,"Census Tract 1106.01, Suffolk County, Massachusetts",2946,233,2807,221,2555,224,125,61,0,12,100,84,0,12,0,12,27,31,16,26,11,17,139,72,75,45,12,20,0,12,0,12,0,12,42,55,10,15,10,15,0,12
1400000US25025110607,25025110607,"Census Tract 1106.07, Suffolk County, Massachusetts",5126,386,4719,415,4268,479,181,159,0,17,132,150,0,17,0,17,138,119,0,17,138,119,407,134,129,112,197,59,0,17,0,17,0,17,79,105,2,4,0,17,2,4
1400000US25025120103,25025120103,"Census Tract 1201.03, Suffolk County, Massachusetts",1625,157,1512,164,1276,146,43,31,0,12,84,53,0,12,0,12,109,78,0,12,109,78,113,69,76,66,23,33,0,12,0,12,0,12,1,5,13,17,5,9,8,13
1400000US25025120104,25025120104,"Census Tract 1201.04, Suffolk County, Massachusetts",2273,214,1759,205,1501,201,68,56,0,12,109,87,0,12,9,15,72,52,18,31,54,43,514,176,245,119,95,127,0,12,0,12,0,12,112,92,62,68,29,43,33,54
1400000US25025120105,25025120105,"Census Tract 1201.05, Suffolk County, Massachusetts",2620,482,2489,450,2061,407,112,86,0,12,175,107,0,12,22,29,119,60,1,3,118,60,131,110,48,51,12,28,0,12,13,27,0,12,47,76,11,24,5,12,6,12
1400000US25025120201,25025120201,"Census Tract 1202.01, Suffolk County, Massachusetts",3679,303,2398,258,2028,237,217,97,0,12,33,25,0,12,14,21,106,60,0,12,106,60,1281,234,583,202,133,104,37,55,0,12,0,12,447,186,81,55,33,33,48,46
1400000US25025120301,25025120301,"Census Tract 1203.01, Suffolk County, Massachusetts",5201,493,3433,372,2239,353,768,196,0,17,335,190,0,17,24,26,67,50,10,23,57,45,1768,368,339,149,343,300,0,17,0,17,0,17,1010,369,76,58,33,40,43,44
1400000US25025120400,25025120400,"Census Tract 1204, Suffolk County, Massachusetts",6613,547,5730,534,4704,558,644,261,0,17,273,144,0,17,29,45,80,65,0,17,80,65,883,289,338,215,63,95,0,17,0,17,0,17,416,252,66,60,41,45,25,38
1400000US25025120500,25025120500,"Census Tract 1205, Suffolk County, Massachusetts",2479,189,1492,209,914,172,377,174,0,12,118,76,0,12,22,33,61,43,0,12,61,43,987,264,375,183,46,74,0,12,0,12,0,12,547,248,19,20,9,16,10,13
1400000US25025120600,25025120600,"Census Tract 1206, Suffolk County, Massachusetts",2580,201,2290,237,2023,223,100,70,0,12,90,66,0,12,0,12,77,45,10,16,67,42,290,123,199,110,24,36,6,10,0,12,0,12,61,64,0,12,0,12,0,12
1400000US25025120700,25025120700,"Census Tract 1207, Suffolk County, Massachusetts",2155,144,1735,153,1202,136,151,76,0,12,310,119,0,12,27,29,45,39,0,12,45,39,420,144,175,113,5,7,25,29,0,12,0,12,210,117,5,14,5,14,0,12
1400000US25025130100,25025130100,"Census Tract 1301, Suffolk County, Massachusetts",6517,356,6275,422,5317,383,76,58,0,17,665,234,0,17,128,175,89,82,0,17,89,82,242,196,242,196,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US25025130200,25025130200,"Census Tract 1302, Suffolk County, Massachusetts",5008,349,4755,299,4272,314,95,65,0,17,271,151,0,17,56,76,61,58,0,17,61,58,253,246,219,240,0,17,0,17,0,17,0,17,34,37,0,17,0,17,0,17
1400000US25025130300,25025130300,"Census Tract 1303, Suffolk County, Massachusetts",4680,346,4407,353,4089,392,108,113,0,12,139,92,0,12,15,23,56,62,0,12,56,62,273,194,43,61,0,12,0,12,0,12,0,12,195,168,35,57,0,12,35,57
1400000US25025130402,25025130402,"Census Tract 1304.02, Suffolk County, Massachusetts",4908,443,4623,425,4114,429,96,89,0,12,413,88,0,12,0,12,0,12,0,12,0,12,285,213,285,213,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US25025130404,25025130404,"Census Tract 1304.04, Suffolk County, Massachusetts",3337,367,2785,379,2088,374,226,168,0,12,333,147,0,12,28,42,110,80,30,48,80,75,552,445,211,241,4,10,0,12,0,12,0,12,324,389,13,22,13,22,0,12
1400000US25025130406,25025130406,"Census Tract 1304.06, Suffolk County, Massachusetts",5399,481,4222,566,1621,327,2168,462,0,17,393,138,0,17,0,17,40,40,0,17,40,40,1177,208,580,269,421,281,0,17,0,17,0,17,167,128,9,18,9,18,0,17
1400000US25025140102,25025140102,"Census Tract 1401.02, Suffolk County, Massachusetts",4700,343,3935,315,1788,259,1768,232,0,12,240,159,0,12,0,12,139,86,45,49,94,73,765,243,247,134,186,171,0,12,0,12,0,12,240,258,92,90,52,79,40,51
1400000US25025140105,25025140105,"Census Tract 1401.05, Suffolk County, Massachusetts",3997,407,2747,373,1194,228,1334,347,0,12,91,96,0,12,70,82,58,57,0,12,58,57,1250,321,646,330,81,124,0,12,0,12,0,12,510,230,13,21,0,12,13,21
1400000US25025140106,25025140106,"Census Tract 1401.06, Suffolk County, Massachusetts",1877,198,1438,167,428,136,969,148,0,12,8,9,0,12,21,42,12,17,0,12,12,17,439,85,154,64,16,28,0,12,0,12,0,12,177,78,92,61,36,36,56,54
1400000US25025140107,25025140107,"Census Tract 1401.07, Suffolk County, Massachusetts",2912,258,2087,217,866,139,1136,191,6,11,7,10,0,12,41,49,31,37,0,12,31,37,825,218,176,102,290,263,65,90,0,12,0,12,294,135,0,12,0,12,0,12
